0.001662855, 0.001636402, 0.001623489, 0.001610778, 0.001598264, 0.001585944, 0.001573812
0.008249455, 0.008067173, 0.007978789, 0.007892174, 0.007807275, 0.007724048, 0.007642443
0.02121966, 0.02058154, 0.02027472, 0.01997567, 0.01968413, 0.01939985, 0.01912258
0.04028081, 0.03871049, 0.03796263, 0.03723829, 0.03653647, 0.03585627, 0.03519682
0.0651092, 0.06197807, 0.06050218, 0.0590822, 0.0577154, 0.05639927, 0.05513137
0.09535324, 0.08990502, 0.08736412, 0.08493624, 0.08261496, 0.08039448, 0.07826919
0.1306367, 0.122012, 0.1180329, 0.1142571, 0.1106713, 0.1072639, 0.1040236
0.1705619, 0.157823, 0.152009, 0.14653, 0.1413617, 0.1364825, 0.131872
0.2147132, 0.1968678, 0.1888108, 0.1812698, 0.1742035, 0.1675753, 0.161351
0.2626604, 0.238685, 0.2279763, 0.2180208, 0.2087528, 0.2001139, 0.1920503
0.3139618, 0.2828246, 0.2690646, 0.2563573, 0.2446029, 0.2337134, 0.2236087
0.3681678, 0.3288499, 0.3116571, 0.2958834, 0.2813832, 0.2680299, 0.2557092
0.4248238, 0.3763395, 0.3553586, 0.3362325, 0.3187574, 0.3027573, 0.2880751
0.4834739, 0.4248895, 0.3997978, 0.3770673, 0.3564219, 0.3376246, 0.3204661
0.5436634, 0.4741147, 0.4446278, 0.4180792, 0.3941043, 0.3723933, 0.3526748
0.6049423, 0.5236497, 0.4895266, 0.4589873, 0.4315619, 0.4068551, 0.3845236
0.6668677, 0.5731507, 0.5341974, 0.4995376, 0.4685796, 0.4408292, 0.4158615
0.7290069, 0.6222959, 0.5783679, 0.5395027, 0.5049685, 0.4741601, 0.4465616
0.7909396, 0.6707861, 0.6217909, 0.5786799, 0.5405645, 0.5067159, 0.4765185
0.8522605, 0.7183457, 0.6642432, 0.6168908, 0.5752261, 0.5383855, 0.5056459
0.9125817, 0.7647226, 0.7055259, 0.6539801, 0.6088335, 0.5690774, 0.5338747
0.9715341, 0.8096884, 0.7454631, 0.6898141, 0.6412864, 0.5987174, 0.5611508
1.02877, 0.8530387, 0.7839016, 0.7242799, 0.6725029, 0.6272473, 0.5874339
1.083964, 0.8945925, 0.8207102, 0.757284, 0.7024179, 0.654623, 0.612695
1.136815, 0.934192, 0.8557783, 0.7887511, 0.7309818, 0.6808132, 0.636916
1.187047, 0.9717025, 0.8890156, 0.8186228, 0.7581588, 0.705798, 0.6600876
1.234412, 1.007011, 0.9203507, 0.8468566, 0.7839261, 0.7295675, 0.6822085
1.278685, 1.040028, 0.9497302, 0.8734244, 0.8082722, 0.752121, 0.703284
1.319674, 1.070681, 0.9771177, 0.8983116, 0.8311961, 0.7734652, 0.7233254
1.357211, 1.098921, 1.002493, 0.9215158, 0.8527058, 0.793614, 0.7423489
1.391159, 1.124717, 1.025849, 0.9430454, 0.8728178, 0.8125869, 0.760375
1.421407, 1.148055, 1.047194, 0.9629192, 0.8915553, 0.8304086, 0.7774274
1.447875, 1.168939, 1.066548, 0.9811647, 0.9089482, 0.8471081, 0.793533
1.470508, 1.187388, 1.083943, 0.9978173, 0.9250314, 0.8627179, 0.8087207
1.489279, 1.203436, 1.09942, 1.012919, 0.9398447, 0.8772733, 0.8230213
1.50419, 1.217132, 1.113029, 1.026519, 0.9534313, 0.890812, 0.8364669
1.515265, 1.228535, 1.124831, 1.03867, 0.9658379, 0.9033735, 0.8490906
1.522554, 1.237716, 1.134891, 1.049431, 0.9771135, 0.9149988, 0.8609262
1.526132, 1.244758, 1.143281, 1.058862, 0.987309, 0.9257294, 0.8720075
1.526095, 1.249749, 1.150078, 1.067027, 0.9964767, 0.9356077, 0.8823687
1.52256, 1.252787, 1.155364, 1.073994, 1.00467, 0.9446762, 0.8920438
1.515664, 1.253978, 1.159224, 1.079829, 1.011942, 0.9529772, 0.9010664
1.50556, 1.253431, 1.161745, 1.084601, 1.018346, 0.9605528, 0.9094694
1.492421, 1.251259, 1.163017, 1.08838, 1.023937, 0.9674442, 0.9172853
1.476431, 1.247582, 1.163129, 1.091234, 1.028767, 0.9736922, 0.9245457
1.45779, 1.242517, 1.162174, 1.093233, 1.032887, 0.9793365, 0.9312814
1.436706, 1.236188, 1.16024, 1.094443, 1.036349, 0.9844158, 0.9375224
1.413399, 1.228715, 1.157418, 1.094931, 1.039201, 0.9889675, 0.9432973
1.388095, 1.220221, 1.153797, 1.094761, 1.041493, 0.9930278, 0.948634
1.361029, 1.210825, 1.149463, 1.093997, 1.043271, 0.9966316, 0.9535592
1.332436, 1.200648, 1.144499, 1.092698, 1.044578, 0.9998124, 0.9580987
1.302557, 1.189805, 1.138989, 1.090925, 1.045458, 1.002602, 0.9622769
1.271631, 1.178409, 1.133012, 1.088732, 1.045952, 1.005031, 0.9661174
1.239898, 1.166571, 1.126642, 1.086174, 1.046098, 1.007129, 0.9696423
1.207596, 1.154396, 1.119952, 1.0833, 1.045933, 1.008922, 0.9728731
1.174957, 1.141985, 1.113011, 1.08016, 1.045493, 1.010438, 0.9758298
1.14221, 1.129434, 1.105883, 1.076799, 1.044809, 1.011701, 0.9785315
1.109576, 1.116835, 1.098631, 1.073258, 1.043914, 1.012734, 0.9809965
1.077267, 1.104272, 1.09131, 1.069578, 1.042835, 1.013559, 0.9832417
1.04549, 1.091827, 1.083974, 1.065795, 1.041599, 1.014196, 0.9852833
1.014437, 1.079572, 1.076671, 1.061944, 1.040232, 1.014664, 0.9871364
0.9842924, 1.067576, 1.069446, 1.058056, 1.038756, 1.014982, 0.9888154
0.9552268, 1.055902, 1.062341, 1.054159, 1.037193, 1.015165, 0.9903337
0.9273986, 1.044604, 1.055391, 1.050279, 1.035562, 1.01523, 0.9917037
0.9009531, 1.033733, 1.04863, 1.046439, 1.033881, 1.01519, 0.9929374
0.8760213, 1.023333, 1.042087, 1.042661, 1.032166, 1.015059, 0.9940458
0.8527203, 1.013442, 1.035786, 1.038963, 1.030432, 1.014849, 0.995039
0.8311523, 1.004093, 1.02975, 1.035362, 1.028692, 1.01457, 0.9959268
0.8114046, 0.9953117, 1.023998, 1.031871, 1.026957, 1.014233, 0.996718
0.7935498, 0.98712, 1.018543, 1.028502, 1.025239, 1.013848, 0.997421
0.7776454, 0.9795339, 1.013398, 1.025267, 1.023546, 1.013422, 0.9980434
0.7637342, 0.9725645, 1.008572, 1.022172, 1.021886, 1.012963, 0.9985925
0.7518443, 0.9662181, 1.004071, 1.019226, 1.020268, 1.012479, 0.9990749
0.7419894, 0.9604966, 0.999899, 1.016432, 1.018695, 1.011976, 0.9994967
0.7341692, 0.9553978, 0.9960566, 1.013795, 1.017174, 1.011459, 0.9998636
0.7283701, 0.9509154, 0.9925429, 1.011317, 1.015708, 1.010933, 1.000181
0.7245653, 0.9470395, 0.9893548, 1.008998, 1.014302, 1.010402, 1.000453
0.7227154, 0.943757, 0.9864874, 1.00684, 1.012957, 1.009871, 1.000686
0.7227697, 0.9410515, 0.9839339, 1.00484, 1.011675, 1.009343, 1.000882
0.7246663, 0.938904, 0.9816861, 1.002997, 1.010458, 1.008821, 1.001045
0.7283329, 0.9372931, 0.9797346, 1.001307, 1.009306, 1.008308, 1.001179
0.733688, 0.9361951, 0.9780686, 0.999768, 1.00822, 1.007805, 1.001288
0.7406413, 0.9355846, 0.9766764, 0.9983749, 1.0072, 1.007315, 1.001373
0.7490949, 0.9354346, 0.9755455, 0.9971231, 1.006244, 1.006838, 1.001438
0.7589441, 0.9357169, 0.9746625, 0.9960075, 1.005353, 1.006377, 1.001486
0.7700782, 0.9364019, 0.9740136, 0.9950224, 1.004524, 1.005933, 1.001517
0.7823817, 0.9374596, 0.9735847, 0.9941619, 1.003756, 1.005506, 1.001534
0.7957349, 0.9388595, 0.973361, 0.9934198, 1.003047, 1.005097, 1.00154
0.810015, 0.9405704, 0.9733278, 0.9927899, 1.002396, 1.004705, 1.001535
0.8250971, 0.9425615, 0.9734704, 0.9922655, 1.001801, 1.004333, 1.001521
0.840855, 0.9448019, 0.9737739, 0.9918402, 1.001258, 1.003979, 1.0015
0.8571619, 0.947261, 0.9742237, 0.9915075, 1.000767, 1.003643, 1.001472
0.8738918, 0.9499088, 0.9748052, 0.9912606, 1.000324, 1.003326, 1.001439
0.8909195, 0.952716, 0.9755045, 0.9910933, 0.999927, 1.003026, 1.001401
0.9081223, 0.9556541, 0.9763075, 0.990999, 0.9995736, 1.002745, 1.00136
0.9253801, 0.9586955, 0.977201, 0.9909715, 0.9992613, 1.002481, 1.001316
0.9425762, 0.9618137, 0.9781719, 0.9910048, 0.9989876, 1.002234, 1.001269
0.9595983, 0.9649835, 0.9792079, 0.9910928, 0.9987501, 1.002003, 1.001222
0.9763389, 0.9681808, 0.9802971, 0.99123, 0.9985463, 1.001788, 1.001173
0.9926956, 0.9713829, 0.9814281, 0.9914107, 0.9983739, 1.001588, 1.001123
